x_value,total_1,total_2
1665,2876,1888
1666,2873,1884
1667,2878,1879
1668,2872,1879
1669,2873,1885
1670,2879,1883
1671,2881,1888
1672,2878,1884
1673,2880,1890
1674,2877,1887
1675,2883,1889
1676,2889,1885
1677,2889,1882
1678,2893,1879
1679,2895,1877
1680,2902,1874
1681,2902,1872
1682,2910,1867
1683,2907,1863
1684,2915,1867
1685,2910,1866
1686,2904,1867
1687,2906,1868
1688,2904,1867
1689,2899,1866
1690,2906,1861
1691,2908,1858
1692,2916,1855
1693,2920,1861
1694,2923,1863
1695,2926,1868
1696,2933,1872
1697,2931,1875
1698,2938,1870
1699,2939,1867
1700,2939,1863
1701,2947,1866
1702,2949,1870
1703,2948,1870
1704,2942,1876
1705,2949,1873
1706,2955,1878
1707,2961,1881
1708,2969,1881
1709,2975,1878
1710,2969,1877
1711,2970,1882
1712,2972,1882
1713,2972,1888
1714,2974,1889
1715,2973,1891
1716,2979,1889
1717,2973,1887
1718,2977,1892
1719,2974,1892
1720,2974,1891
1721,2979,1894
1722,2980,1895
1723,2974,1891
1724,2977,1893
1725,2983,1892
1726,2978,1890
1727,2974,1890
1728,2970,1885
1729,2966,1883
1730,2960,1879
1731,2957,1877
1732,2961,1879
1733,2967,1885
1734,2971,1889
1735,2979,1887
1736,2973,1889
1737,2979,1888
1738,2987,1891
1739,2982,1890
1740,2979,1891
1741,2987,1887
1742,2985,1888
1743,2989,1891
1744,2987,1891
1745,2991,1894
1746,2986,1898
1747,2985,1893
1748,2987,1896
1749,2981,1899
1750,2975,1900
1751,2976,1895
1752,2980,1900
1753,2983,1901
1754,2977,1896
1755,2971,1895
1756,2973,1897
1757,2969,1897
1758,2977,1897
1759,2985,1900
1760,2981,1900
1761,2976,1896
1762,2973,1896
1763,2973,1899
1764,2972,1899
1765,2969,1899
1766,2972,1897
1767,2975,1892
1768,2976,1892
1769,2979,1893
1770,2984,1899
1771,2985,1902
1772,2990,1901
1773,2991,1897
1774,2999,1903
1775,3001,1906
1776,3001,1912
1777,3007,1915
1778,3015,1910
1779,3009,1909
1780,3015,1906
1781,3017,1906
1782,3014,1910
1783,3008,1907
1784,3008,1905
1785,3015,1905
1786,3014,1911
1787,3009,1915
1788,3003,1915
1789,3004,1910
1790,3012,1907
1791,3019,1907
1792,3015,1908
1793,3023,1913
1794,3031,1909
1795,3037,1914
1796,3033,1918
1797,3034,1922
1798,3031,1923
1799,3039,1922
1800,3045,1928
1801,3041,1923
1802,3042,1922
1803,3049,1923
1804,3049,1924
1805,3052,1929
1806,3051,1928
1807,3059,1924
1808,3066,1926
1809,3064,1926
1810,3069,1922
1811,3077,1925
1812,3080,1930
1813,3088,1934
1814,3088,1930
1815,3084,1933
1816,3088,1928
1817,3085,1930
1818,3081,1929
1819,3086,1924
1820,3090,1928
1821,3091,1929
1822,3086,1924
1823,3091,1920
1824,3085,1920
1825,3090,1920
1826,3097,1926
1827,3099,1925
1828,3097,1924
1829,3105,1927
1830,3113,1932
1831,3112,1938
1832,3114,1938
1833,3116,1942
1834,3116,1943
1835,3120,1943
1836,3119,1943
1837,3118,1949
1838,3112,1946
1839,3113,1944
1840,3109,1944
1841,3110,1940
1842,3105,1935
1843,3099,1935
1844,3095,1940
1845,3095,1944
1846,3090,1939
1847,3091,1941
1848,3095,1938
1849,3098,1936
1850,3105,1939
1851,3106,1943
1852,3103,1949
1853,3102,1946
1854,3098,1951
1855,3106,1952
1856,3104,1952
1857,3111,1952
1858,3109,1947
1859,3115,1949
1860,3110,1952
1861,3107,1948
1862,3103,1948
1863,3111,1950
1864,3110,1952
1865,3104,1947
1866,3110,1950
1867,3110,1952
1868,3114,1952
1869,3115,1950
1870,3120,1956
1871,3120,1951
1872,3125,1952
1873,3120,1952
1874,3119,1957
1875,3120,1960
1876,3123,1957
1877,3117,1963
1878,3111,1969
1879,3115,1971
1880,3119,1970
1881,3117,1973
1882,3111,1977
1883,3111,1972
1884,3117,1967
1885,3116,1963
1886,3118,1959
1887,3121,1963
1888,3127,1958
1889,3124,1964
1890,3127,1962
1891,3125,1961
1892,3127,1964
1893,3124,1970
1894,3123,1972
1895,3124,1973
1896,3123,1978
1897,3126,1978
1898,3125,1977
1899,3133,1973
1900,3129,1978
1901,3123,1981
1902,3121,1981
1903,3118,1976
1904,3122,1979
1905,3121,1977
1906,3119,1983
1907,3116,1982
1908,3124,1983
1909,3123,1984
1910,3126,1987
1911,3124,1988
1912,3123,1987
1913,3117,1983
1914,3119,1978
1915,3117,1977
1916,3119,1980
1917,3115,1977
1918,3120,1973
1919,3120,1969
1920,3125,1973
1921,3120,1978
1922,3117,1982
1923,3119,1988
1924,3114,1983
1925,3110,1988
1926,3107,1993
1927,3104,1998
1928,3107,1995
1929,3103,1990
1930,3099,1985
1931,3104,1988
1932,3106,1989
1933,3101,1987
1934,3096,1982
1935,3097,1988
1936,3092,1987
1937,3094,1990
1938,3097,1988
1939,3103,1988
1940,3097,1991
1941,3098,1986
1942,3106,1982
1943,3110,1980
1944,3105,1982
1945,3104,1978
1946,3111,1984
1947,3110,1989
1948,3117,1986
1949,3115,1981
1950,3112,1980
1951,3120,1981
1952,3125,1986
1953,3122,1985
1954,3122,1987
1955,3116,1987
1956,3111,1983
1957,3114,1985
1958,3121,1985
1959,3119,1984
1960,3121,1981
1961,3122,1978
1962,3129,1980
1963,3126,1975
1964,3123,1970
1965,3122,1969
1966,3118,1966
1967,3120,1970
1968,3127,1968
1969,3135,1974
1970,3137,1969
1971,3141,1971
1972,3135,1973
1973,3141,1973
1974,3144,1969
1975,3143,1972
1976,3146,1967
1977,3149,1971
1978,3149,1966
1979,3143,1964
1980,3141,1962
1981,3135,1968
1982,3143,1964
1983,3142,1963
1984,3136,1964
1985,3140,1962
1986,3140,1968
1987,3135,1974
1988,3129,1977
1989,3131,1974
1990,3136,1975
1991,3142,1980
1992,3150,1986
1993,3153,1992
1994,3161,1997
1995,3157,1995
1996,3153,1997
1997,3149,1995
1998,3147,1999
1999,3144,1996
2000,3149,1996
2001,3154,1992
2002,3148,1991
2003,3148,1994
2004,3148,1990
2005,3155,1996
2006,3150,1999
2007,3146,1999
2008,3144,1994
2009,3147,1989
2010,3142,1987
2011,3145,1986
2012,3147,1984
2013,3149,1983
2014,3155,1985
2015,3155,1981
2016,3158,1979
2017,3162,1985
2018,3159,1984
2019,3158,1990
2020,3156,1986
2021,3156,1984
2022,3162,1984
2023,3170,1982
2024,3166,1981
2025,3160,1980
2026,3161,1979
2027,3160,1980
2028,3159,1976
2029,3163,1971
2030,3167,1974
2031,3171,1970
2032,3178,1973
2033,3183,1976
2034,3186,1976
2035,3186,1977
2036,3180,1982
2037,3177,1979
2038,3180,1984
2039,3178,1988
2040,3173,1994
2041,3174,1993
2042,3176,1992
2043,3176,1988
2044,3184,1983
2045,3192,1983
2046,3196,1984
2047,3194,1987
2048,3201,1982
2049,3207,1987
2050,3209,1991
2051,3212,1991
2052,3212,1993
2053,3212,1995
2054,3219,1997
2055,3224,1992
2056,3230,1991
2057,3224,1996
2058,3222,2002
2059,3220,2000
2060,3228,2006
2061,3235,2008
2062,3240,2013
2063,3242,2011
2064,3241,2010
2065,3235,2006
2066,3229,2003
2067,3230,2006
2068,3236,2003
2069,3236,2002
2070,3241,2002
2071,3244,2005
2072,3246,2011
2073,3245,2011
2074,3252,2016
2075,3254,2015
2076,3259,2014
2077,3258,2013
2078,3256,2017
2079,3251,2013
2080,3258,2011
2081,3259,2007
2082,3256,2005
2083,3264,2007
2084,3262,2004
2085,3258,2002
2086,3262,2006
2087,3261,2003
2088,3260,2009
2089,3261,2007
2090,3258,2006
2091,3260,2004
2092,3261,2000
2093,3260,2004
2094,3260,2003
2095,3257,2004
2096,3256,2005
2097,3257,2000
2098,3254,1995
2099,3250,2001
2100,3249,1998
2101,3249,2004
2102,3251,2010
2103,3257,2006
2104,3257,2006
2105,3264,2004
2106,3266,2003
2107,3270,2003
2108,3274,1998
2109,3282,1997
2110,3289,1999
2111,3286,1995
2112,3290,2000
2113,3287,2005
2114,3290,2010
2115,3286,2016
2116,3292,2015
2117,3298,2011
2118,3301,2010
2119,3305,2014
2120,3300,2016
2121,3294,2012
2122,3298,2015
2123,3304,2018
2124,3305,2015
2125,3305,2017
2126,3313,2015
2127,3312,2015
2128,3312,2015
2129,3312,2015
2130,3317,2021
2131,3313,2022
2132,3321,2024
2133,3323,2023
2134,3318,2027
2135,3321,2033
2136,3326,2034
2137,3325,2033
2138,3319,2034
2139,3316,2033
2140,3321,2031
2141,3319,2029
2142,3325,2027
2143,3322,2029
2144,3320,2024
2145,3324,2026
2146,3327,2023
2147,3330,2028
2148,3335,2032
2149,3331,2032
2150,3332,2029
2151,3327,2029
2152,3321,2027
2153,3316,2028
2154,3320,2028
2155,3317,2033
2156,3323,2028
2157,3323,2027
2158,3320,2023
2159,3325,2020
2160,3333,2025
2161,3341,2024
2162,3347,2023
2163,3347,2023
2164,3341,2019
2165,3340,2025
2166,3345,2031
2167,3339,2034
2168,3339,2033
2169,3339,2029
2170,3333,2035
2171,3334,2039
2172,3335,2035
2173,3339,2036
2174,3340,2040
2175,3343,2035
2176,3346,2033
2177,3340,2030
2178,3340,2034
2179,3337,2039
2180,3333,2043
2181,3331,2047
2182,3333,2045
2183,3341,2048
2184,3340,2046
2185,3342,2042
2186,3344,2045
2187,3348,2043
2188,3354,2046
2189,3357,2041
2190,3359,2037
2191,3367,2032
2192,3371,2033
2193,3373,2037
2194,3367,2042
2195,3375,2041
2196,3381,2038
2197,3377,2033
2198,3381,2034
2199,3378,2040
2200,3378,2041
2201,3380,2045
2202,3388,2046
2203,3394,2047
2204,3396,2052
2205,3396,2054
2206,3390,2056
2207,3393,2057
2208,3395,2062
2209,3400,2068
2210,3403,2074
2211,3408,2071
2212,3414,2076
2213,3422,2081
2214,3425,2080
2215,3420,2083
2216,3427,2089
2217,3425,2089
2218,3424,2091
2219,3425,2086
2220,3433,2090
2221,3436,2091
2222,3440,2091
2223,3443,2089
2224,3444,2090
2225,3441,2092
2226,3446,2093
2227,3442,2090
2228,3441,2087
2229,3439,2088
2230,3445,2083
2231,3445,2082
2232,3441,2077
2233,3448,2079
2234,3450,2078
2235,3444,2078
2236,3439,2080
2237,3436,2078
2238,3435,2074
2239,3438,2080
2240,3444,2077
2241,3439,2078
2242,3441,2083
2243,3439,2085
2244,3444,2084
2245,3448,2083
2246,3444,2088
2247,3445,2089
2248,3439,2088
2249,3435,2088
2250,3432,2093
2251,3426,2090
2252,3429,2092
2253,3423,2098
2254,3423,2101
2255,3426,2097
2256,3420,2096
2257,3426,2092
2258,3434,2087
2259,3431,2090
2260,3425,2087
2261,3425,2086
2262,3425,2089
2263,3426,2094
2264,3434,2094
2265,3440,2093
2266,3439,2090
2267,3439,2089
2268,3443,2085
2269,3450,2086
2270,3452,2084
2271,3458,2088
2272,3459,2092
2273,3457,2095
2274,3459,2093
2275,3457,2091
2276,3453,2090
2277,3458,2086
2278,3458,2092
2279,3466,2091
2280,3468,2087
2281,3475,2092
2282,3480,2094
2283,3488,2098
2284,3493,2093
2285,3494,2098
2286,3496,2096
2287,3500,2102
2288,3497,2101
2289,3498,2098
2290,3495,2101
2291,3501,2097
2292,3496,2100
2293,3501,2102
2294,3501,2107
2295,3497,2104
2296,3503,2109
2297,3510,2104
2298,3514,2109
2299,3517,2115
2300,3517,2116
2301,3512,2114
2302,3518,2120
2303,3524,2121
2304,3532,2118
2305,3536,2115
2306,3533,2114
2307,3535,2119
2308,3537,2115
2309,3544,2118
2310,3538,2116
2311,3544,2122
2312,3544,2124
2313,3552,2129
2314,3554,2125
2315,3555,2122
2316,3562,2117
2317,3559,2115
2318,3556,2115
2319,3562,2115
2320,3562,2114
2321,3559,2120
2322,3559,2117
2323,3560,2121
2324,3564,2122
2325,3564,2120
2326,3563,2120
2327,3564,2125
2328,3572,2130
2329,3571,2128
2330,3575,2134
2331,3569,2136
2332,3577,2142
2333,3584,2143
2334,3586,2146
2335,3594,2147
2336,3592,2142
2337,3594,2147
2338,3588,2146
2339,3591,2151
2340,3588,2155
2341,3589,2156
2342,3586,2154
2343,3593,2152
2344,3601,2158
2345,3608,2162
2346,3608,2162
2347,3607,2161
2348,3612,2165
2349,3616,2166
2350,3612,2166
2351,3615,2162
2352,3619,2164
2353,3618,2169
2354,3626,2172
2355,3622,2173
2356,3617,2178
2357,3620,2174
2358,3619,2169
2359,3622,2165
2360,3620,2168
2361,3622,2174
2362,3618,2178
2363,3619,2174
2364,3620,2171
2365,3618,2173
2366,3617,2172
2367,3613,2176
2368,3621,2172
2369,3619,2170
2370,3622,2168
2371,3622,2171
2372,3619,2168
2373,3617,2165
2374,3623,2171
2375,3620,2175
2376,3615,2178
2377,3614,2179
2378,3618,2183
2379,3626,2187
2380,3624,2191
2381,3623,2195
2382,3618,2197
2383,3619,2198
2384,3619,2201
2385,3619,2206
2386,3621,2205
2387,3621,2208
2388,3620,2209
2389,3614,2206
2390,3622,2202
2391,3624,2197
2392,3624,2195
2393,3629,2196
2394,3623,2196
2395,3620,2196
2396,3627,2192
2397,3624,2192
2398,3628,2192
2399,3631,2193
2400,3629,2191
2401,3629,2192
2402,3636,2192
2403,3632,2198
2404,3632,2202
2405,3635,2206
2406,3643,2203
2407,3640,2205
2408,3648,2211
2409,3653,2216
2410,3658,2214
2411,3662,2214
2412,3666,2215
2413,3671,2215
2414,3670,2210
2415,3667,2208
2416,3661,2204
2417,3666,2201
2418,3668,2203
2419,3664,2198
2420,3666,2195
2421,3673,2195
2422,3679,2197
2423,3685,2193
2424,3680,2191
2425,3679,2193
2426,3685,2188
2427,3683,2188
2428,3677,2186
2429,3678,2189
2430,3686,2191
2431,3693,2195
2432,3688,2196
2433,3692,2201
2434,3687,2205
2435,3695,2210
2436,3699,2207
2437,3697,2213
2438,3699,2213
2439,3703,2211
2440,3705,2214
2441,3705,2211
2442,3711,2208
2443,3711,2204
2444,3707,2207
2445,3707,2211
2446,3703,2214
2447,3702,2216
2448,3703,2221
2449,3706,2217
2450,3707,2222
2451,3710,2226
2452,3712,2228
2453,3706,2228
2454,3704,2226
2455,3712,2221
2456,3713,2218
2457,3716,2213
2458,3718,2217
2459,3722,2213
2460,3721,2216
2461,3717,2217
2462,3716,2220
2463,3719,2220
2464,3724,2225
2465,3726,2228
2466,3724,2232
2467,3724,2235
2468,3718,2235
2469,3712,2239
2470,3715,2243
2471,3710,2249
2472,3712,2255
2473,3717,2256
2474,3722,2256
2475,3718,2257
2476,3713,2254
2477,3709,2253
2478,3709,2248
2479,3705,2250
2480,3702,2247
2481,3708,2248
2482,3710,2244
2483,3713,2244
2484,3717,2248
2485,3719,2245
2486,3725,2245
2487,3724,2250
2488,3726,2253
2489,3724,2255
2490,3718,2258
2491,3722,2262
2492,3727,2259
2493,3734,2261
2494,3740,2257
2495,3740,2260
2496,3739,2258
2497,3740,2263
2498,3739,2267
2499,3742,2271
2500,3740,2271
2501,3748,2270
2502,3747,2269
2503,3741,2267
2504,3738,2269
2505,3745,2266
2506,3749,2271
2507,3750,2266
2508,3756,2264
2509,3756,2259
2510,3760,2264
2511,3754,2260
2512,3755,2258
2513,3760,2253
2514,3760,2258
2515,3760,2253
2516,3754,2248
2517,3750,2252
2518,3756,2252
2519,3761,2252
2520,3756,2251
2521,3753,2256
2522,3750,2262
2523,3744,2262
2524,3746,2265
2525,3744,2266
2526,3739,2263
2527,3733,2267
2528,3739,2262
2529,3734,2267
2530,3731,2271
2531,3729,2266
2532,3728,2268
2533,3732,2272
2534,3739,2275
2535,3735,2277
2536,3743,2277
2537,3737,2280
2538,3733,2278
2539,3741,2276
2540,3745,2282
2541,3744,2278
2542,3740,2276
2543,3736,2280
2544,3742,2281
2545,3736,2278
2546,3732,2282
2547,3740,2288
2548,3740,2283
2549,3737,2279
2550,3737,2283
2551,3731,2288
2552,3737,2293
2553,3735,2299
2554,3734,2302
2555,3731,2303
2556,3735,2301
2557,3735,2305
2558,3741,2307
2559,3737,2308
2560,3743,2306
2561,3749,2310
2562,3753,2314
2563,3756,2319
2564,3756,2322
2565,3760,2328
2566,3762,2330
2567,3770,2325
2568,3773,2327
2569,3781,2332
2570,3777,2334
2571,3771,2334
2572,3776,2340
2573,3776,2341
2574,3780,2345
2575,3785,2345
2576,3783,2340
2577,3787,2342
2578,3789,2342
2579,3783,2339
2580,3787,2336
2581,3782,2336
2582,3784,2335
2583,3786,2339
2584,3791,2336
2585,3797,2335
2586,3797,2330
2587,3797,2326
2588,3797,2326
2589,3799,2322
2590,3793,2324
2591,3798,2327
2592,3798,2329
2593,3794,2333
2594,3799,2328
2595,3793,2334
2596,3789,2339
2597,3787,2345
2598,3785,2342
2599,3790,2341
2600,3789,2340
2601,3792,2336
2602,3790,2334
2603,3786,2329
2604,3792,2325
2605,3791,2320
2606,3797,2320
2607,3797,2316
2608,3801,2312
2609,3796,2309
2610,3793,2314
2611,3789,2318
2612,3796,2313
2613,3790,2308
2614,3794,2314
2615,3800,2313
2616,3804,2309
2617,3803,2310
2618,3800,2309
2619,3804,2306
2620,3808,2312
2621,3813,2313
2622,3820,2314
2623,3824,2319
2624,3830,2325
2625,3824,2320
2626,3822,2324
2627,3822,2325
2628,3821,2325
2629,3824,2325
2630,3819,2331
2631,3820,2328
2632,3822,2331
2633,3822,2332
2634,3828,2327
2635,3827,2333
2636,3826,2339
2637,3823,2338
2638,3827,2338
2639,3834,2333
2640,3832,2337
2641,3838,2333
2642,3846,2329
2643,3843,2326
2644,3849,2326
2645,3852,2329
2646,3848,2327
2647,3849,2327
2648,3857,2328
2649,3863,2330
2650,3858,2335
2651,3852,2330
2652,3859,2334
2653,3858,2338
2654,3857,2336
2655,3856,2338
2656,3856,2336
2657,3863,2336
2658,3864,2339
2659,3865,2345
2660,3861,2340
2661,3862,2345
2662,3857,2347
2663,3861,2343
2664,3868,2340
2665,3865,2335
2666,3873,2338
2667,3876,2340
2668,3882,2343
2669,3880,2348
2670,3879,2348
2671,3873,2353
2672,3874,2359
2673,3873,2363
2674,3879,2368
2675,3877,2370
2676,3872,2367
2677,3878,2370
2678,3885,2368
2679,3892,2363
2680,3894,2362
2681,3895,2365
2682,3892,2361
2683,3888,2363
2684,3891,2368
2685,3885,2374
2686,3889,2378
2687,3893,2375
2688,3898,2370
2689,3895,2373
2690,3901,2370
2691,3899,2375
2692,3896,2377
2693,3892,2379
2694,3899,2376
2695,3893,2381
2696,3895,2379
2697,3903,2376
2698,3901,2375
2699,3897,2371
2700,3904,2374
2701,3911,2373
2702,3907,2373
2703,3904,2378
2704,3902,2379
2705,3896,2385
2706,3892,2380
2707,3892,2385
2708,3890,2389
2709,3887,2394
2710,3894,2400
2711,3897,2399
2712,3891,2401
2713,3899,2400
2714,3896,2396
2715,3902,2393
2716,3910,2396
2717,3918,2401
2718,3918,2401
2719,3912,2400
2720,3908,2398
2721,3909,2396
2722,3912,2395
2723,3911,2399
2724,3911,2402
2725,3910,2402
2726,3916,2403
2727,3918,2403
2728,3919,2406
2729,3926,2412
2730,3929,2413
2731,3923,2408
2732,3923,2411
2733,3924,2416
2734,3931,2422
2735,3931,2427
2736,3933,2428
2737,3940,2424
2738,3941,2424
2739,3938,2425
2740,3946,2422
2741,3954,2418
2742,3962,2414
2743,3961,2419
2744,3965,2425
2745,3961,2431
2746,3964,2427
2747,3962,2433
2748,3968,2436
2749,3967,2439
2750,3968,2445
2751,3973,2445
2752,3981,2446
2753,3976,2443
2754,3978,2445
2755,3985,2440
2756,3990,2442
2757,3993,2439
2758,3993,2434
2759,3996,2438
2760,3991,2439
2761,3988,2437
2762,3994,2443
2763,3989,2443
2764,3993,2449
2765,3996,2454
2766,3998,2455
2767,4004,2450
2768,4000,2451
2769,3998,2450
2770,3992,2451
2771,3989,2449
2772,3985,2446
2773,3993,2444
2774,3994,2443
2775,3994,2444
2776,3988,2447
2777,3984,2442
2778,3978,2439
2779,3979,2439
2780,3975,2435
2781,3979,2437
2782,3984,2439
2783,3989,2442
2784,3996,2448
2785,3997,2449
2786,4002,2452
2787,3998,2458
2788,3997,2461
2789,4001,2467
2790,3995,2464
2791,3998,2467
2792,4006,2465
2793,4013,2465
2794,4015,2467
2795,4016,2462
2796,4019,2464
2797,4023,2469
2798,4019,2464
2799,4016,2468
2800,4021,2468
2801,4029,2470
2802,4030,2472
2803,4036,2470
2804,4032,2473
2805,4040,2476
2806,4038,2481
2807,4046,2476
2808,4051,2475
2809,4058,2471
2810,4060,2466
2811,4059,2463
2812,4054,2459
2813,4053,2461
2814,4056,2456
2815,4053,2462
2816,4055,2457
2817,4053,2462
2818,4050,2463
2819,4048,2468
2820,4047,2472
2821,4041,2467
2822,4035,2467
2823,4043,2464
2824,4038,2467
2825,4043,2472
2826,4051,2470
2827,4051,2469
2828,4054,2471
2829,4052,2475
2830,4059,2473
2831,4061,2479
2832,4065,2476
2833,4069,2473
2834,4075,2474
2835,4081,2472
2836,4075,2474
2837,4079,2470
2838,4083,2469
2839,4081,2472
2840,4076,2471
2841,4071,2470
2842,4069,2465
2843,4065,2471
2844,4061,2477
2845,4055,2474
2846,4056,2474
2847,4053,2478
2848,4048,2474
2849,4044,2480
2850,4038,2482
2851,4046,2484
2852,4052,2483
2853,4050,2482
2854,4044,2486
2855,4051,2487
2856,4047,2493
2857,4044,2492
2858,4043,2493
2859,4038,2493
2860,4046,2491
2861,4049,2495
2862,4047,2500
2863,4054,2501
2864,4051,2504
2865,4053,2509
2866,4053,2512
2867,4049,2508
2868,4045,2507
2869,4045,2509
2870,4042,2514
2871,4040,2514
2872,4043,2514
2873,4049,2518
2874,4054,2515
2875,4053,2516
2876,4060,2518
2877,4064,2513
2878,4060,2516
2879,4057,2517
2880,4057,2517
